nb_bad	norm_load	approxh1	approxh2	h1	h2
2	0.22237140698682845	2.5805069372751257	2.7165716758877902	3.706635555171594	3.3631767711259335
3	0.23769053357911457	4.019141351364185	4.169499093152891	5.163975670855775	4.532310631372936
4	0.30143223768131	4.916827087623078	5.364645155831173	7.706513390857431	6.215637200067946
5	0.34491173301807243	6.898046822761546	6.8850657899476255	9.97878938168617	7.9895128746165485
7	0.3894110573718318	10.107070736105765	8.424667013509904	13.736328097212784	11.93666554995741
8	0.3895010566699322	11.947692699890156	11.202619163775992	16.531918929523478	13.179319045122085
10	0.45230932332867896	13.643364310823632	14.421304312103198	21.78687634150359	18.89403549594195
12	0.5017604941150482	16.752506264714373	16.98995922366003	25.922798570138927	21.347024182501954
16	0.532222590533096	26.669890506316893	24.748224934778495	37.60915886865069	31.3240189776131
20	0.6038487691459086	35.10919604439127	33.150680469710096	46.3027175064552	38.39762982306111
30	0.6397455071177791	61.67199322748775	53.50368402112252	71.87279737555103	60.2862478840286
40	0.6804568364934975	89.29462323679063	79.53472179118195	97.02638834029825	81.43956030190127
50	0.7077692499777419	118.79145222430738	100.5192544169528	121.54599545805586	104.78434508509956
60	0.7565988563224968	143.174530937197	123.77755116161114	147.028765137693	124.15063827058906
65	0.7834791286656865	156.37674529412809	137.05284287339754	160.50591242914666	138.66992477703417
