nb_bad	norm_load	approxh1	approxh2	h1	h2
2	0.16991950215753163	1.6298417152052231	1.9639771464963374	2.8645504928796583	2.9995584064178233
3	0.25095880934379255	3.310112627629938	3.109796923454026	4.919086424025308	4.420684686591273
4	0.2811550655342595	4.406302625789408	4.814438463247614	6.8324604575453725	5.166256282390355
5	0.3037194786872694	5.771755349028601	5.5235205436858825	9.335252211490412	7.584426096799164
7	0.33431919666567017	9.380918803322391	8.486598571485553	14.191802106587202	11.01140955985823
8	0.3343685273007981	9.633937402825685	9.836665982716262	16.049459180105135	13.522026330141161
10	0.43730646000601436	13.577335932281846	11.680107040590078	20.407502721591	15.721233574398498
12	0.46398495854921135	16.64356906324496	15.733865019383389	24.931690081516262	20.009496213909088
16	0.5050253250374044	25.789466297279063	22.605514591627497	35.80906470727756	28.328968006572133
20	0.5689330849811832	33.77984517706444	29.755527722192866	46.9880559694546	35.58185913286622
30	0.5907921566337911	62.59094211615279	49.572104155442915	71.19363002347133	53.96281809966769
40	0.6572655949437498	87.70178268064575	66.41459210734371	95.03612174026354	72.69811782888924
50	0.7013414099586973	114.39562635512556	89.01654658265878	119.66368650411738	93.26587950007851
60	0.7123346438284657	140.99313772474758	104.23742487706964	142.99856691160574	108.30680964526142
65	0.7619257020109655	157.32918429725788	117.60778927824558	159.54007584745884	125.23326458313637
