nb_bad	norm_load	approxh1	approxh2	h1	h2
2	0.19066780123401025	1.844988552145643	2.0420756315729993	3.0447912191082667	2.700304118292789
3	0.23262031675769076	3.378215491939541	3.117069243187111	4.7839896934236865	4.837605698580729
4	0.22271585051096968	5.210991788999634	4.541709669614223	6.711608976755218	6.06240192691621
5	0.2845916740989136	4.998133243321149	6.173404748046941	9.452898097043592	7.040087552244037
7	0.33587426707739637	9.107353460491561	8.975510091989602	14.230302736546653	10.987288914325013
8	0.33744621689498183	10.444453395602046	9.265876436976011	15.259773489415252	12.125958031900598
10	0.39353586500438875	13.130544248382723	12.063392670286998	20.53107712720211	15.974949248367306
12	0.4422255774904884	18.00187224458062	14.665669253716214	25.39012296006491	19.611719055975247
16	0.4977599303656789	24.928225869056437	21.96936428621892	35.61059384075526	27.057976656949073
20	0.53297747660936	35.42676897019267	28.896210858082632	45.31455163356766	34.31294502751424
30	0.5746313696347144	63.37960371159411	49.52461717889778	70.79651113972758	54.96366035425335
40	0.6250565994900944	91.05720396514394	65.87397918679622	95.81219329996236	74.08860661531585
50	0.7089715735038083	113.76817242963347	90.65613915500326	118.94773296940568	91.97331948996474
60	0.7157014414505234	139.8028684436846	104.04652231654323	142.87406844418066	113.76309336671622
65	0.7286324038507531	151.14122258232138	117.30431335832456	155.57107641758367	122.73769004725153
