nb_bad	norm_load	approxh1	approxh2	h1	h2
2	0.16764046867300597	2.2115759088901243	2.1710633389472243	3.1865032636554127	3.177612074683736
3	0.21184615881823704	3.4135363648366144	3.723385428732961	4.866350606599234	4.3287689142025165
4	0.24231019733264103	4.674662066449972	5.0967671456861705	6.3362951431438015	6.002741063542965
5	0.2923348742051168	6.440399247032333	6.3567216805383815	9.304911769650756	8.177905622133368
7	0.3169076101855675	8.64249747218829	9.4619493025642	13.732971999265517	10.450295054340465
8	0.3673946037665859	10.37129824724421	9.455310071838966	15.803712004373306	12.704127742427856
10	0.37661621743715373	13.37972313334821	11.72427588231593	20.70952982521085	16.758953778090305
12	0.45029960892631365	17.397573465153442	14.98027058172126	26.443966417145063	19.421925130023947
16	0.47758573516889125	26.015145934208107	21.35399442012771	35.116187876540636	27.382459505180837
20	0.5417597278194443	35.63811922189061	29.765805272331107	44.21808829116193	35.419338259401435
30	0.5816783655804745	61.43456166233484	48.507768648428275	70.9286788618573	52.51238263055126
40	0.6642655336968286	87.11364282900138	65.81297857376397	95.18102587348152	72.91625981451607
50	0.6797544800210115	115.12390620667856	85.19771178107919	119.25712704330583	94.38627942600793
60	0.7193401179669588	140.67864363263027	107.14976024999693	143.4608982316739	112.97612127377138
65	0.7338120832019893	153.78512420508596	117.31724575314507	157.64391874795854	121.825110259307
