nb_bad	norm_load	approxh1	approxh2	h1	h2
2	0.19385863835549708	15.403403981683311	13.679163913529603	18.04546990475121	16.711454504214817
3	0.2580947033416486	21.536641789748884	22.09467677942556	29.30878922471969	25.08948413365898
4	0.3331591552011874	29.860986926744644	27.536975188232027	38.495730658715004	36.99609481710265
5	0.314389700125975	42.02214885199243	37.984452704891154	48.71877841922899	43.3562143665136
7	0.38153033530946723	50.911063376663236	52.52621980630951	72.52220570632058	64.40541311652927
8	0.43120454027028543	65.55805257208176	60.680693498115204	90.49920796564507	77.31424175785156
10	0.4493252379245689	76.46743044656442	77.60792963246969	111.6302072096097	93.90931362647203
12	0.5156691494352009	102.40395130177767	99.65746934971412	136.73843793526817	127.1787775073843
16	0.5450028998521952	141.67924847815928	128.67229013226626	183.0425061980095	161.73169403220587
20	0.5914257900078522	195.38229472054792	178.66754155518166	239.84383895698227	206.71324849537623
30	0.6385418401617917	335.38240764086373	307.12596267960714	361.0016063475376	323.51630946450297
40	0.7083113950434623	465.86589404881653	423.7951902074294	486.81164155131756	431.1899615946636
50	0.7239615957140224	604.3942002945374	533.6888541393517	614.2325760310199	553.1575420535364
60	0.763277183610157	710.599406260572	640.5964184455147	730.7506505262332	667.2767453968204
65	0.8022609715657247	779.20972070138	698.3832279735926	784.179278208549	721.3270941964697
